Order_Date,Year,Quarter,Month,Month_Name,Day,Week_Number,Weekday
2018-10-16,2018,4,10,October,16,42,Tuesday
2018-10-30,2018,4,10,October,30,44,Tuesday
2018-11-01,2018,4,11,November,1,44,Thursday
2018-11-08,2018,4,11,November,8,45,Thursday
2018-12-20,2018,4,12,December,20,51,Thursday
2018-12-21,2018,4,12,December,21,51,Friday
2018-12-31,2018,4,12,December,31,1,Monday
2019-01-23,2019,1,1,January,23,4,Wednesday
2019-02-04,2019,1,2,February,4,6,Monday
2019-02-16,2019,1,2,February,16,7,Saturday
2019-02-19,2019,1,2,February,19,8,Tuesday
2019-04-27,2019,2,4,April,27,17,Saturday
2019-05-04,2019,2,5,May,4,18,Saturday
2019-05-05,2019,2,5,May,5,18,Sunday
2019-05-11,2019,2,5,May,11,19,Saturday
2019-05-17,2019,2,5,May,17,20,Friday
2019-05-24,2019,2,5,May,24,21,Friday
2019-05-26,2019,2,5,May,26,21,Sunday
2019-06-17,2019,2,6,June,17,25,Monday
2019-06-25,2019,2,6,June,25,26,Tuesday
2019-06-27,2019,2,6,June,27,26,Thursday
2019-07-03,2019,3,7,July,3,27,Wednesday
2019-07-09,2019,3,7,July,9,28,Tuesday
2019-07-17,2019,3,7,July,17,29,Wednesday
2019-08-05,2019,3,8,August,5,32,Monday
2019-08-24,2019,3,8,August,24,34,Saturday
2019-08-27,2019,3,8,August,27,35,Tuesday
2019-09-20,2019,3,9,September,20,38,Friday
2019-09-21,2019,3,9,September,21,38,Saturday
2019-09-22,2019,3,9,September,22,38,Sunday
2019-09-28,2019,3,9,September,28,39,Saturday
2019-10-17,2019,4,10,October,17,42,Thursday
2019-11-03,2019,4,11,November,3,44,Sunday
2019-11-14,2019,4,11,November,14,46,Thursday
2019-11-18,2019,4,11,November,18,47,Monday
2019-11-25,2019,4,11,November,25,48,Monday
2019-12-07,2019,4,12,December,7,49,Saturday
2019-12-09,2019,4,12,December,9,50,Monday
2020-01-12,2020,1,1,January,12,2,Sunday
2020-01-26,2020,1,1,January,26,4,Sunday
2020-01-31,2020,1,1,January,31,5,Friday
2020-02-12,2020,1,2,February,12,7,Wednesday
2020-05-02,2020,2,5,May,2,18,Saturday
2020-05-05,2020,2,5,May,5,19,Tuesday
2020-05-10,2020,2,5,May,10,19,Sunday
2020-05-11,2020,2,5,May,11,20,Monday
2020-05-20,2020,2,5,May,20,21,Wednesday
2020-06-19,2020,2,6,June,19,25,Friday
2020-08-03,2020,3,8,August,3,32,Monday
2020-08-18,2020,3,8,August,18,34,Tuesday
2020-08-24,2020,3,8,August,24,35,Monday
2020-09-21,2020,3,9,September,21,39,Monday
2020-09-28,2020,3,9,September,28,40,Monday
2020-10-12,2020,4,10,October,12,42,Monday
2020-10-17,2020,4,10,October,17,42,Saturday
2020-12-05,2020,4,12,December,5,49,Saturday
2020-12-08,2020,4,12,December,8,50,Tuesday
2021-01-25,2021,1,1,January,25,4,Monday
2016-01-30,2016,1,1,January,30,4,Saturday
2016-03-07,2016,1,3,March,7,10,Monday
2016-03-09,2016,1,3,March,9,10,Wednesday
2016-04-29,2016,2,4,April,29,17,Friday
2016-05-02,2016,2,5,May,2,18,Monday
2016-05-19,2016,2,5,May,19,20,Thursday
2016-06-01,2016,2,6,June,1,22,Wednesday
2016-06-14,2016,2,6,June,14,24,Tuesday
2016-08-30,2016,3,8,August,30,35,Tuesday
2016-09-21,2016,3,9,September,21,38,Wednesday
2016-10-07,2016,4,10,October,7,40,Friday
2016-10-31,2016,4,10,October,31,44,Monday
2016-11-18,2016,4,11,November,18,46,Friday
2016-12-04,2016,4,12,December,4,48,Sunday
2017-02-06,2017,1,2,February,6,6,Monday
2017-02-11,2017,1,2,February,11,6,Saturday
2017-02-13,2017,1,2,February,13,7,Monday
2017-03-02,2017,1,3,March,2,9,Thursday
2017-05-09,2017,2,5,May,9,19,Tuesday
2017-05-23,2017,2,5,May,23,21,Tuesday
2017-06-07,2017,2,6,June,7,23,Wednesday
2017-06-09,2017,2,6,June,9,23,Friday
2017-06-30,2017,2,6,June,30,26,Friday
2017-07-12,2017,3,7,July,12,28,Wednesday
2017-08-16,2017,3,8,August,16,33,Wednesday
2017-09-03,2017,3,9,September,3,35,Sunday
2017-09-28,2017,3,9,September,28,39,Thursday
2017-11-03,2017,4,11,November,3,44,Friday
2017-11-16,2017,4,11,November,16,46,Thursday
2017-11-30,2017,4,11,November,30,48,Thursday
2017-12-17,2017,4,12,December,17,50,Sunday
2018-01-16,2018,1,1,January,16,3,Tuesday
2018-01-21,2018,1,1,January,21,3,Sunday
2018-03-02,2018,1,3,March,2,9,Friday
2018-03-05,2018,1,3,March,5,10,Monday
2018-05-21,2018,2,5,May,21,21,Monday
2018-06-30,2018,2,6,June,30,26,Saturday
2018-07-06,2018,3,7,July,6,27,Friday
2018-08-06,2018,3,8,August,6,32,Monday
2018-09-05,2018,3,9,September,5,36,Wednesday
2018-09-21,2018,3,9,September,21,38,Friday
2018-10-02,2018,4,10,October,2,40,Tuesday
2018-10-24,2018,4,10,October,24,43,Wednesday
2018-11-09,2018,4,11,November,9,45,Friday
2018-11-26,2018,4,11,November,26,48,Monday
2018-12-04,2018,4,12,December,4,49,Tuesday
2019-01-24,2019,1,1,January,24,4,Thursday
2019-02-02,2019,1,2,February,2,5,Saturday
2019-03-12,2019,1,3,March,12,11,Tuesday
2019-03-15,2019,1,3,March,15,11,Friday
2019-03-17,2019,1,3,March,17,11,Sunday
2019-05-25,2019,2,5,May,25,21,Saturday
2019-06-11,2019,2,6,June,11,24,Tuesday
2019-06-12,2019,2,6,June,12,24,Wednesday
2019-06-15,2019,2,6,June,15,24,Saturday
2019-07-07,2019,3,7,July,7,27,Sunday
2019-08-19,2019,3,8,August,19,34,Monday
2019-09-12,2019,3,9,September,12,37,Thursday
2019-10-01,2019,4,10,October,1,40,Tuesday
2019-10-10,2019,4,10,October,10,41,Thursday
2019-10-24,2019,4,10,October,24,43,Thursday
2019-11-04,2019,4,11,November,4,45,Monday
2019-11-08,2019,4,11,November,8,45,Friday
2019-11-24,2019,4,11,November,24,47,Sunday
2020-02-11,2020,1,2,February,11,7,Tuesday
2020-03-02,2020,1,3,March,2,10,Monday
2020-03-04,2020,1,3,March,4,10,Wednesday
2020-05-19,2020,2,5,May,19,21,Tuesday
2020-06-15,2020,2,6,June,15,25,Monday
2020-06-24,2020,2,6,June,24,26,Wednesday
2020-09-10,2020,3,9,September,10,37,Thursday
2020-10-07,2020,4,10,October,7,41,Wednesday
2020-10-19,2020,4,10,October,19,43,Monday
2020-10-29,2020,4,10,October,29,44,Thursday
2020-12-12,2020,4,12,December,12,50,Saturday
2016-03-16,2016,1,3,March,16,11,Wednesday
2016-05-13,2016,2,5,May,13,19,Friday
2016-05-28,2016,2,5,May,28,21,Saturday
2016-05-31,2016,2,5,May,31,22,Tuesday
2016-07-08,2016,3,7,July,8,27,Friday
2016-07-22,2016,3,7,July,22,29,Friday
2016-07-26,2016,3,7,July,26,30,Tuesday
2016-08-06,2016,3,8,August,6,31,Saturday
2016-08-21,2016,3,8,August,21,33,Sunday
2016-10-02,2016,4,10,October,2,39,Sunday
2016-10-08,2016,4,10,October,8,40,Saturday
2016-10-09,2016,4,10,October,9,40,Sunday
2016-10-29,2016,4,10,October,29,43,Saturday
2016-11-03,2016,4,11,November,3,44,Thursday
2016-11-09,2016,4,11,November,9,45,Wednesday
2016-11-15,2016,4,11,November,15,46,Tuesday
2016-12-28,2016,4,12,December,28,52,Wednesday
2017-01-03,2017,1,1,January,3,1,Tuesday
2017-01-26,2017,1,1,January,26,4,Thursday
2017-02-01,2017,1,2,February,1,5,Wednesday
2017-05-15,2017,2,5,May,15,20,Monday
2017-05-29,2017,2,5,May,29,22,Monday
2017-06-03,2017,2,6,June,3,22,Saturday
2017-06-26,2017,2,6,June,26,26,Monday
2017-06-27,2017,2,6,June,27,26,Tuesday
2017-06-28,2017,2,6,June,28,26,Wednesday
2017-07-03,2017,3,7,July,3,27,Monday
2017-07-04,2017,3,7,July,4,27,Tuesday
2017-08-18,2017,3,8,August,18,33,Friday
2017-08-24,2017,3,8,August,24,34,Thursday
2017-08-30,2017,3,8,August,30,35,Wednesday
2017-09-18,2017,3,9,September,18,38,Monday
2017-10-08,2017,4,10,October,8,40,Sunday
2017-10-13,2017,4,10,October,13,41,Friday
2017-10-14,2017,4,10,October,14,41,Saturday
2017-11-06,2017,4,11,November,6,45,Monday
2017-11-10,2017,4,11,November,10,45,Friday
2017-12-01,2017,4,12,December,1,48,Friday
2017-12-02,2017,4,12,December,2,48,Saturday
2017-12-24,2017,4,12,December,24,51,Sunday
2018-01-19,2018,1,1,January,19,3,Friday
2018-01-20,2018,1,1,January,20,3,Saturday
2018-02-25,2018,1,2,February,25,8,Sunday
2018-03-13,2018,1,3,March,13,11,Tuesday
2018-05-01,2018,2,5,May,1,18,Tuesday
2018-05-23,2018,2,5,May,23,21,Wednesday
2018-06-14,2018,2,6,June,14,24,Thursday
2018-07-07,2018,3,7,July,7,27,Saturday
2018-07-23,2018,3,7,July,23,30,Monday
2018-08-01,2018,3,8,August,1,31,Wednesday
2018-08-09,2018,3,8,August,9,32,Thursday
2018-08-22,2018,3,8,August,22,34,Wednesday
2018-08-27,2018,3,8,August,27,35,Monday
2018-09-15,2018,3,9,September,15,37,Saturday
2018-10-04,2018,4,10,October,4,40,Thursday
2018-10-18,2018,4,10,October,18,42,Thursday
2018-10-28,2018,4,10,October,28,43,Sunday
2018-11-04,2018,4,11,November,4,44,Sunday
2018-11-10,2018,4,11,November,10,45,Saturday
2018-11-17,2018,4,11,November,17,46,Saturday
2018-12-05,2018,4,12,December,5,49,Wednesday
2018-12-24,2018,4,12,December,24,52,Monday
2018-12-30,2018,4,12,December,30,52,Sunday
2019-01-03,2019,1,1,January,3,1,Thursday
2019-01-06,2019,1,1,January,6,1,Sunday
2019-01-16,2019,1,1,January,16,3,Wednesday
2019-01-17,2019,1,1,January,17,3,Thursday
2019-02-20,2019,1,2,February,20,8,Wednesday
2019-03-09,2019,1,3,March,9,10,Saturday
2019-06-05,2019,2,6,June,5,23,Wednesday
2019-06-14,2019,2,6,June,14,24,Friday
2019-06-22,2019,2,6,June,22,25,Saturday
2019-06-29,2019,2,6,June,29,26,Saturday
2019-07-19,2019,3,7,July,19,29,Friday
2019-07-20,2019,3,7,July,20,29,Saturday
2019-08-08,2019,3,8,August,8,32,Thursday
2019-08-12,2019,3,8,August,12,33,Monday
2019-09-25,2019,3,9,September,25,39,Wednesday
2019-09-26,2019,3,9,September,26,39,Thursday
2019-10-11,2019,4,10,October,11,41,Friday
2019-10-12,2019,4,10,October,12,41,Saturday
2019-10-22,2019,4,10,October,22,43,Tuesday
2019-10-29,2019,4,10,October,29,44,Tuesday
2019-11-17,2019,4,11,November,17,46,Sunday
2019-11-23,2019,4,11,November,23,47,Saturday
2019-12-17,2019,4,12,December,17,51,Tuesday
2020-02-08,2020,1,2,February,8,6,Saturday
2020-02-20,2020,1,2,February,20,8,Thursday
2020-02-25,2020,1,2,February,25,9,Tuesday
2020-03-07,2020,1,3,March,7,10,Saturday
2020-03-12,2020,1,3,March,12,11,Thursday
2020-03-14,2020,1,3,March,14,11,Saturday
2020-03-17,2020,1,3,March,17,12,Tuesday
2020-04-25,2020,2,4,April,25,17,Saturday
2020-05-15,2020,2,5,May,15,20,Friday
2020-05-28,2020,2,5,May,28,22,Thursday
2020-06-01,2020,2,6,June,1,23,Monday
2020-06-23,2020,2,6,June,23,26,Tuesday
2020-06-27,2020,2,6,June,27,26,Saturday
2020-07-24,2020,3,7,July,24,30,Friday
2020-07-28,2020,3,7,July,28,31,Tuesday
2020-08-01,2020,3,8,August,1,31,Saturday
2020-09-17,2020,3,9,September,17,38,Thursday
2020-09-25,2020,3,9,September,25,39,Friday
2020-10-20,2020,4,10,October,20,43,Tuesday
2020-10-28,2020,4,10,October,28,44,Wednesday
2020-11-05,2020,4,11,November,5,45,Thursday
2020-11-19,2020,4,11,November,19,47,Thursday
2020-11-25,2020,4,11,November,25,48,Wednesday
2020-12-01,2020,4,12,December,1,49,Tuesday
2020-12-18,2020,4,12,December,18,51,Friday
2021-02-02,2021,1,2,February,2,5,Tuesday
2021-02-13,2021,1,2,February,13,6,Saturday
2021-02-14,2021,1,2,February,14,6,Sunday
2016-01-05,2016,1,1,January,5,1,Tuesday
2016-02-10,2016,1,2,February,10,6,Wednesday
2016-03-11,2016,1,3,March,11,10,Friday
2016-03-12,2016,1,3,March,12,10,Saturday
2016-06-02,2016,2,6,June,2,22,Thursday
2016-07-15,2016,3,7,July,15,28,Friday
2016-08-04,2016,3,8,August,4,31,Thursday
2016-08-10,2016,3,8,August,10,32,Wednesday
2016-08-26,2016,3,8,August,26,34,Friday
2016-08-29,2016,3,8,August,29,35,Monday
2016-09-12,2016,3,9,September,12,37,Monday
2016-10-16,2016,4,10,October,16,41,Sunday
2016-10-24,2016,4,10,October,24,43,Monday
2016-11-01,2016,4,11,November,1,44,Tuesday
2016-11-10,2016,4,11,November,10,45,Thursday
2016-12-15,2016,4,12,December,15,50,Thursday
2016-12-22,2016,4,12,December,22,51,Thursday
2016-12-29,2016,4,12,December,29,52,Thursday
2017-01-04,2017,1,1,January,4,1,Wednesday
2017-01-13,2017,1,1,January,13,2,Friday
2017-02-08,2017,1,2,February,8,6,Wednesday
2017-02-24,2017,1,2,February,24,8,Friday
2017-03-08,2017,1,3,March,8,10,Wednesday
2017-05-05,2017,2,5,May,5,18,Friday
2017-05-10,2017,2,5,May,10,19,Wednesday
2017-05-18,2017,2,5,May,18,20,Thursday
2017-05-22,2017,2,5,May,22,21,Monday
2017-05-27,2017,2,5,May,27,21,Saturday
2017-06-24,2017,2,6,June,24,25,Saturday
2017-07-18,2017,3,7,July,18,29,Tuesday
2017-08-08,2017,3,8,August,8,32,Tuesday
2017-08-23,2017,3,8,August,23,34,Wednesday
2017-09-01,2017,3,9,September,1,35,Friday
2017-09-20,2017,3,9,September,20,38,Wednesday
2017-09-22,2017,3,9,September,22,38,Friday
2017-09-26,2017,3,9,September,26,39,Tuesday
2017-11-23,2017,4,11,November,23,47,Thursday
2017-11-25,2017,4,11,November,25,47,Saturday
2017-11-29,2017,4,11,November,29,48,Wednesday
2017-12-05,2017,4,12,December,5,49,Tuesday
2017-12-23,2017,4,12,December,23,51,Saturday
2018-01-06,2018,1,1,January,6,1,Saturday
2018-01-29,2018,1,1,January,29,5,Monday
2018-01-31,2018,1,1,January,31,5,Wednesday
2018-02-01,2018,1,2,February,1,5,Thursday
2018-03-03,2018,1,3,March,3,9,Saturday
2018-03-11,2018,1,3,March,11,10,Sunday
2018-04-27,2018,2,4,April,27,17,Friday
2018-05-04,2018,2,5,May,4,18,Friday
2018-05-09,2018,2,5,May,9,19,Wednesday
2018-05-17,2018,2,5,May,17,20,Thursday
2018-06-05,2018,2,6,June,5,23,Tuesday
2018-06-06,2018,2,6,June,6,23,Wednesday
2018-06-08,2018,2,6,June,8,23,Friday
2018-06-11,2018,2,6,June,11,24,Monday
2018-06-23,2018,2,6,June,23,25,Saturday
2018-06-25,2018,2,6,June,25,26,Monday
2018-07-04,2018,3,7,July,4,27,Wednesday
2018-07-12,2018,3,7,July,12,28,Thursday
2018-07-18,2018,3,7,July,18,29,Wednesday
2018-07-27,2018,3,7,July,27,30,Friday
2018-10-01,2018,4,10,October,1,40,Monday
2018-10-20,2018,4,10,October,20,42,Saturday
2018-11-11,2018,4,11,November,11,45,Sunday
2018-11-27,2018,4,11,November,27,48,Tuesday
2018-11-30,2018,4,11,November,30,48,Friday
2018-12-01,2018,4,12,December,1,48,Saturday
2018-12-14,2018,4,12,December,14,50,Friday
2018-12-29,2018,4,12,December,29,52,Saturday
2019-01-01,2019,1,1,January,1,1,Tuesday
2019-01-14,2019,1,1,January,14,3,Monday
2019-02-15,2019,1,2,February,15,7,Friday
2019-02-22,2019,1,2,February,22,8,Friday
2019-03-06,2019,1,3,March,6,10,Wednesday
2019-04-30,2019,2,4,April,30,18,Tuesday
2019-05-01,2019,2,5,May,1,18,Wednesday
2019-05-22,2019,2,5,May,22,21,Wednesday
2019-06-08,2019,2,6,June,8,23,Saturday
2019-06-20,2019,2,6,June,20,25,Thursday
2019-09-04,2019,3,9,September,4,36,Wednesday
2019-10-23,2019,4,10,October,23,43,Wednesday
2019-11-11,2019,4,11,November,11,46,Monday
2019-12-04,2019,4,12,December,4,49,Wednesday
2019-12-23,2019,4,12,December,23,52,Monday
2020-01-27,2020,1,1,January,27,5,Monday
2020-01-28,2020,1,1,January,28,5,Tuesday
2020-02-02,2020,1,2,February,2,5,Sunday
2020-02-15,2020,1,2,February,15,7,Saturday
2020-02-23,2020,1,2,February,23,8,Sunday
2020-04-30,2020,2,4,April,30,18,Thursday
2020-05-01,2020,2,5,May,1,18,Friday
2020-08-07,2020,3,8,August,7,32,Friday
2020-09-18,2020,3,9,September,18,38,Friday
2020-09-29,2020,3,9,September,29,40,Tuesday
2020-10-24,2020,4,10,October,24,43,Saturday
2020-10-26,2020,4,10,October,26,44,Monday
2020-11-03,2020,4,11,November,3,45,Tuesday
2020-11-13,2020,4,11,November,13,46,Friday
2020-11-21,2020,4,11,November,21,47,Saturday
2020-12-15,2020,4,12,December,15,51,Tuesday
2020-12-23,2020,4,12,December,23,52,Wednesday
2021-01-03,2021,1,1,January,3,53,Sunday
2021-01-09,2021,1,1,January,9,1,Saturday
2016-01-16,2016,1,1,January,16,2,Saturday
2016-02-19,2016,1,2,February,19,7,Friday
2016-02-25,2016,1,2,February,25,8,Thursday
2016-05-06,2016,2,5,May,6,18,Friday
2016-06-07,2016,2,6,June,7,23,Tuesday
2016-06-10,2016,2,6,June,10,23,Friday
2016-07-14,2016,3,7,July,14,28,Thursday
2016-07-20,2016,3,7,July,20,29,Wednesday
2016-08-08,2016,3,8,August,8,32,Monday
2016-09-06,2016,3,9,September,6,36,Tuesday
2016-10-10,2016,4,10,October,10,41,Monday
2016-10-12,2016,4,10,October,12,41,Wednesday
2016-10-21,2016,4,10,October,21,42,Friday
2016-10-30,2016,4,10,October,30,43,Sunday
2016-11-22,2016,4,11,November,22,47,Tuesday
2016-12-16,2016,4,12,December,16,50,Friday
2016-12-17,2016,4,12,December,17,50,Saturday
2017-01-10,2017,1,1,January,10,2,Tuesday
2017-01-19,2017,1,1,January,19,3,Thursday
2017-01-25,2017,1,1,January,25,4,Wednesday
2017-01-28,2017,1,1,January,28,4,Saturday
2017-02-07,2017,1,2,February,7,6,Tuesday
2017-02-16,2017,1,2,February,16,7,Thursday
2017-02-17,2017,1,2,February,17,7,Friday
2017-02-19,2017,1,2,February,19,7,Sunday
2017-02-20,2017,1,2,February,20,8,Monday
2017-03-06,2017,1,3,March,6,10,Monday
2017-05-04,2017,2,5,May,4,18,Thursday
2017-05-11,2017,2,5,May,11,19,Thursday
2017-05-12,2017,2,5,May,12,19,Friday
2017-07-01,2017,3,7,July,1,26,Saturday
2017-07-10,2017,3,7,July,10,28,Monday
2017-07-14,2017,3,7,July,14,28,Friday
2017-07-25,2017,3,7,July,25,30,Tuesday
2017-07-28,2017,3,7,July,28,30,Friday
2017-08-29,2017,3,8,August,29,35,Tuesday
2017-10-18,2017,4,10,October,18,42,Wednesday
2017-10-26,2017,4,10,October,26,43,Thursday
2017-11-17,2017,4,11,November,17,46,Friday
2017-12-18,2017,4,12,December,18,51,Monday
2017-12-26,2017,4,12,December,26,52,Tuesday
2018-01-13,2018,1,1,January,13,2,Saturday
2018-01-17,2018,1,1,January,17,3,Wednesday
2018-02-21,2018,1,2,February,21,8,Wednesday
2018-02-28,2018,1,2,February,28,9,Wednesday
2018-05-02,2018,2,5,May,2,18,Wednesday
2018-05-08,2018,2,5,May,8,19,Tuesday
2018-07-24,2018,3,7,July,24,30,Tuesday
2018-09-23,2018,3,9,September,23,38,Sunday
2018-09-29,2018,3,9,September,29,39,Saturday
2018-10-03,2018,4,10,October,3,40,Wednesday
2018-10-17,2018,4,10,October,17,42,Wednesday
2018-11-18,2018,4,11,November,18,46,Sunday
2018-11-25,2018,4,11,November,25,47,Sunday
2018-12-07,2018,4,12,December,7,49,Friday
2018-12-11,2018,4,12,December,11,50,Tuesday
2019-01-10,2019,1,1,January,10,2,Thursday
2019-01-21,2019,1,1,January,21,4,Monday
2019-02-14,2019,1,2,February,14,7,Thursday
2019-03-10,2019,1,3,March,10,10,Sunday
2019-05-08,2019,2,5,May,8,19,Wednesday
2019-07-26,2019,3,7,July,26,30,Friday
2019-07-30,2019,3,7,July,30,31,Tuesday
2019-07-31,2019,3,7,July,31,31,Wednesday
2019-08-02,2019,3,8,August,2,31,Friday
2019-09-18,2019,3,9,September,18,38,Wednesday
2019-09-27,2019,3,9,September,27,39,Friday
2019-10-04,2019,4,10,October,4,40,Friday
2019-10-31,2019,4,10,October,31,44,Thursday
2019-11-01,2019,4,11,November,1,44,Friday
2019-12-15,2019,4,12,December,15,50,Sunday
2019-12-25,2019,4,12,December,25,52,Wednesday
2019-12-31,2019,4,12,December,31,1,Tuesday
2020-01-22,2020,1,1,January,22,4,Wednesday
2020-02-01,2020,1,2,February,1,5,Saturday
2020-02-16,2020,1,2,February,16,7,Sunday
2020-02-22,2020,1,2,February,22,8,Saturday
2020-02-24,2020,1,2,February,24,9,Monday
2020-02-27,2020,1,2,February,27,9,Thursday
2020-03-03,2020,1,3,March,3,10,Tuesday
2020-04-23,2020,2,4,April,23,17,Thursday
2020-05-30,2020,2,5,May,30,22,Saturday
2020-05-31,2020,2,5,May,31,22,Sunday
2020-07-15,2020,3,7,July,15,29,Wednesday
2020-08-10,2020,3,8,August,10,33,Monday
2020-08-21,2020,3,8,August,21,34,Friday
2020-08-31,2020,3,8,August,31,36,Monday
2020-09-19,2020,3,9,September,19,38,Saturday
2020-09-26,2020,3,9,September,26,39,Saturday
2020-10-10,2020,4,10,October,10,41,Saturday
2020-11-06,2020,4,11,November,6,45,Friday
2020-11-12,2020,4,11,November,12,46,Thursday
2020-11-16,2020,4,11,November,16,47,Monday
2020-12-27,2020,4,12,December,27,52,Sunday
2021-01-12,2021,1,1,January,12,2,Tuesday
2021-01-29,2021,1,1,January,29,4,Friday
2021-02-06,2021,1,2,February,6,5,Saturday
2021-02-11,2021,1,2,February,11,6,Thursday
2021-02-19,2021,1,2,February,19,7,Friday
2016-01-04,2016,1,1,January,4,1,Monday
2016-01-07,2016,1,1,January,7,1,Thursday
2016-02-15,2016,1,2,February,15,7,Monday
2016-02-20,2016,1,2,February,20,7,Saturday
2016-03-01,2016,1,3,March,1,9,Tuesday
2016-04-28,2016,2,4,April,28,17,Thursday
2016-05-10,2016,2,5,May,10,19,Tuesday
2016-05-18,2016,2,5,May,18,20,Wednesday
2016-05-21,2016,2,5,May,21,20,Saturday
2016-06-16,2016,2,6,June,16,24,Thursday
2016-06-19,2016,2,6,June,19,24,Sunday
2016-06-25,2016,2,6,June,25,25,Saturday
2016-06-27,2016,2,6,June,27,26,Monday
2016-07-02,2016,3,7,July,2,26,Saturday
2016-07-18,2016,3,7,July,18,29,Monday
2016-08-23,2016,3,8,August,23,34,Tuesday
2016-09-07,2016,3,9,September,7,36,Wednesday
2016-09-08,2016,3,9,September,8,36,Thursday
2016-09-17,2016,3,9,September,17,37,Saturday
2016-09-26,2016,3,9,September,26,39,Monday
2016-11-02,2016,4,11,November,2,44,Wednesday
2016-11-07,2016,4,11,November,7,45,Monday
2016-11-16,2016,4,11,November,16,46,Wednesday
2017-01-24,2017,1,1,January,24,4,Tuesday
2017-02-02,2017,1,2,February,2,5,Thursday
2017-02-04,2017,1,2,February,4,5,Saturday
2017-02-14,2017,1,2,February,14,7,Tuesday
2017-02-28,2017,1,2,February,28,9,Tuesday
2017-04-26,2017,2,4,April,26,17,Wednesday
2017-05-06,2017,2,5,May,6,18,Saturday
2017-08-02,2017,3,8,August,2,31,Wednesday
2017-08-09,2017,3,8,August,9,32,Wednesday
2017-08-15,2017,3,8,August,15,33,Tuesday
2017-08-25,2017,3,8,August,25,34,Friday
2017-08-26,2017,3,8,August,26,34,Saturday
2017-09-05,2017,3,9,September,5,36,Tuesday
2017-09-10,2017,3,9,September,10,36,Sunday
2017-09-14,2017,3,9,September,14,37,Thursday
2017-09-21,2017,3,9,September,21,38,Thursday
2017-10-31,2017,4,10,October,31,44,Tuesday
2017-11-01,2017,4,11,November,1,44,Wednesday
2018-01-02,2018,1,1,January,2,1,Tuesday
2018-02-18,2018,1,2,February,18,7,Sunday
2018-02-23,2018,1,2,February,23,8,Friday
2018-03-14,2018,1,3,March,14,11,Wednesday
2018-05-14,2018,2,5,May,14,20,Monday
2018-05-24,2018,2,5,May,24,21,Thursday
2018-05-27,2018,2,5,May,27,21,Sunday
2018-06-03,2018,2,6,June,3,22,Sunday
2018-06-21,2018,2,6,June,21,25,Thursday
2018-07-05,2018,3,7,July,5,27,Thursday
2018-07-08,2018,3,7,July,8,27,Sunday
2018-07-21,2018,3,7,July,21,29,Saturday
2018-08-19,2018,3,8,August,19,33,Sunday
2018-09-28,2018,3,9,September,28,39,Friday
2018-11-19,2018,4,11,November,19,47,Monday
2019-01-12,2019,1,1,January,12,2,Saturday
2019-04-25,2019,2,4,April,25,17,Thursday
2019-05-12,2019,2,5,May,12,19,Sunday
2019-06-07,2019,2,6,June,7,23,Friday
2019-07-12,2019,3,7,July,12,28,Friday
2019-07-22,2019,3,7,July,22,30,Monday
2019-07-23,2019,3,7,July,23,30,Tuesday
2019-07-27,2019,3,7,July,27,30,Saturday
2019-08-26,2019,3,8,August,26,35,Monday
2019-09-01,2019,3,9,September,1,35,Sunday
2019-09-23,2019,3,9,September,23,39,Monday
2019-10-18,2019,4,10,October,18,42,Friday
2019-10-25,2019,4,10,October,25,43,Friday
2019-12-02,2019,4,12,December,2,49,Monday
2020-01-04,2020,1,1,January,4,1,Saturday
2020-01-13,2020,1,1,January,13,3,Monday
2020-01-20,2020,1,1,January,20,4,Monday
2020-04-29,2020,2,4,April,29,18,Wednesday
2020-05-18,2020,2,5,May,18,21,Monday
2020-06-07,2020,2,6,June,7,23,Sunday
2020-07-21,2020,3,7,July,21,30,Tuesday
2020-08-04,2020,3,8,August,4,32,Tuesday
2020-08-12,2020,3,8,August,12,33,Wednesday
2020-08-14,2020,3,8,August,14,33,Friday
2020-09-24,2020,3,9,September,24,39,Thursday
2020-10-31,2020,4,10,October,31,44,Saturday
2020-11-26,2020,4,11,November,26,48,Thursday
2020-12-24,2020,4,12,December,24,52,Thursday
2021-01-13,2021,1,1,January,13,2,Wednesday
2021-02-09,2021,1,2,February,9,6,Tuesday
2016-01-13,2016,1,1,January,13,2,Wednesday
2016-01-15,2016,1,1,January,15,2,Friday
2016-01-28,2016,1,1,January,28,4,Thursday
2016-02-06,2016,1,2,February,6,5,Saturday
2016-02-13,2016,1,2,February,13,6,Saturday
2016-02-28,2016,1,2,February,28,8,Sunday
2016-03-17,2016,1,3,March,17,11,Thursday
2016-04-23,2016,2,4,April,23,16,Saturday
2016-05-24,2016,2,5,May,24,21,Tuesday
2016-05-26,2016,2,5,May,26,21,Thursday
2016-06-04,2016,2,6,June,4,22,Saturday
2016-06-15,2016,2,6,June,15,24,Wednesday
2016-06-17,2016,2,6,June,17,24,Friday
2016-06-29,2016,2,6,June,29,26,Wednesday
2016-07-09,2016,3,7,July,9,27,Saturday
2016-07-17,2016,3,7,July,17,28,Sunday
2016-07-19,2016,3,7,July,19,29,Tuesday
2016-08-01,2016,3,8,August,1,31,Monday
2016-08-03,2016,3,8,August,3,31,Wednesday
2016-08-16,2016,3,8,August,16,33,Tuesday
2016-08-24,2016,3,8,August,24,34,Wednesday
2016-08-25,2016,3,8,August,25,34,Thursday
2016-08-27,2016,3,8,August,27,34,Saturday
